C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_28_355.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_28_355.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_28_355.jpg,0,1,0,9.984283
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_28_425.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_28_425.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_28_425.jpg,0,1,0,10.87061
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_28_493.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_28_493.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_28_493.jpg,-0.05,1,0,11.62941
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_28_561.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_28_561.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_28_561.jpg,-0.25,1,0,12.44704
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_28_628.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_28_628.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_28_628.jpg,-0.4,1,0,12.93602
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_28_695.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_28_695.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_28_695.jpg,0,1,0,13.73571
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_28_768.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_28_768.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_28_768.jpg,0,1,0,14.59936
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_28_835.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_28_835.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_28_835.jpg,0,1,0,14.94323
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_28_902.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_28_902.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_28_902.jpg,-0.15,1,0,15.80311
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_28_969.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_28_969.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_28_969.jpg,-0.3,1,0,16.67247
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_29_037.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_29_037.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_29_037.jpg,0,1,0,17.41745
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_29_108.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_29_108.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_29_108.jpg,0,1,0,17.8407
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_29_180.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_29_180.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_29_180.jpg,0,1,0,18.67876
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_29_247.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_29_247.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_29_247.jpg,0,1,0,19.44001
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_29_318.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_29_318.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_29_318.jpg,-0.1,1,0,20.23765
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_29_388.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_29_388.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_29_388.jpg,-0.25,1,0,20.72357
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_29_455.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_29_455.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_29_455.jpg,-0.4,1,0,21.34236
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_29_522.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_29_522.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_29_522.jpg,0,1,0,22.11123
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_29_592.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_29_592.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_29_592.jpg,0,1,0,22.66673
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_29_660.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_29_660.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_29_660.jpg,0,1,0,23.45864
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_29_731.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_29_731.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_29_731.jpg,0,1,0,24.0521
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_29_801.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_29_801.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_29_801.jpg,-0.1,1,0,24.82167
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_29_869.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_29_869.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_29_869.jpg,-0.25,1,0,25.36967
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_29_936.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_29_936.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_29_936.jpg,0,1,0,26.08618
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_30_003.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_30_003.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_30_003.jpg,0,1,0,26.65087
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_30_076.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_30_076.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_30_076.jpg,0,1,0,27.21482
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_30_147.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_30_147.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_30_147.jpg,0,1,0,27.96285
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_30_220.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_30_220.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_30_220.jpg,0,1,0,28.70519
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_30_292.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_30_292.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_30_292.jpg,-0.15,1,0,29.25019
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_30_360.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_30_360.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_30_360.jpg,-0.35,1,0,29.91414
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_30_428.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_30_428.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_30_428.jpg,0,1,0,30.18015
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_30_500.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_30_500.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_30_500.jpg,0,1,0,30.18872
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_30_566.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_30_566.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_30_566.jpg,0,1,0,30.18983
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_30_639.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_30_639.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_30_639.jpg,0,1,0,30.19011
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_30_706.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_30_706.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_30_706.jpg,0,1,0,30.19028
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_30_775.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_30_775.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_30_775.jpg,0,0.9654304,0,30.19029
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_30_847.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_30_847.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_30_847.jpg,-0.05,0.7307122,0,30.13117
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_30_916.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_30_916.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_30_916.jpg,-0.2,0.5539823,0,30.07827
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_30_983.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_30_983.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_30_983.jpg,-0.4,0.3121699,0,29.99374
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_31_051.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_31_051.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_31_051.jpg,0,0.1226554,0,29.96718
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_31_118.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_31_118.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_31_118.jpg,0,0,0,29.76319
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_31_190.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_31_190.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_31_190.jpg,-0.05,0,0,29.58282
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_31_258.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_31_258.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_31_258.jpg,-0.25,0,0,29.31968
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_31_329.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_31_329.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_31_329.jpg,0,0,0,29.09646
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_31_397.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_31_397.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_31_397.jpg,0,0,0,28.85853
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_31_464.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_31_464.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_31_464.jpg,0,0,0,28.6834
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_31_531.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_31_531.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_31_531.jpg,0,0,0,28.50995
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_31_601.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_31_601.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_31_601.jpg,0,0,0,28.28061
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_31_672.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_31_672.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_31_672.jpg,0,0.0973269,0,28.12242
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_31_742.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_31_742.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_31_742.jpg,0,0.3279879,0,28.09867
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_31_814.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_31_814.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_31_814.jpg,-0.1,0.519576,0,28.22742
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_31_885.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_31_885.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_31_885.jpg,-0.3,0.7548627,0,28.56026
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_31_952.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_31_952.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_31_952.jpg,-0.45,0.9330801,0,28.89964
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_32_024.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_32_024.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_32_024.jpg,0,1,0,29.56185
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_32_092.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_32_092.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_32_092.jpg,0,1,0,30.10338
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_32_159.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_32_159.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_32_159.jpg,0,1,0,30.1901
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_32_229.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_32_229.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_32_229.jpg,0,1,0,30.19022
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_32_301.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_32_301.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_32_301.jpg,-0.1,1,0,30.18845
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_32_369.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_32_369.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_32_369.jpg,-0.25,1,0,30.17615
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_32_440.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_32_440.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_32_440.jpg,0,1,0,30.1899
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_32_513.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_32_513.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_32_513.jpg,0,1,0,30.18958
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_32_586.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_32_586.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_32_586.jpg,0,1,0,30.1902
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_32_660.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_32_660.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_32_660.jpg,0,1,0,30.19028
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_32_726.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_32_726.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_32_726.jpg,0,0.8215109,0,30.16018
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_32_796.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_32_796.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_32_796.jpg,0,0.6368062,0,30.11462
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_32_865.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_32_865.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_32_865.jpg,-0.2,0.4059334,0,30.03582
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_32_931.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_32_931.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_32_931.jpg,-0.35,0.2277715,0,29.97202
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_33_002.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_33_002.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_33_002.jpg,0,0,0,29.72284
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_33_072.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_33_072.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_33_072.jpg,0,0,0,29.53072
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_33_146.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_33_146.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_33_146.jpg,0,0,0,29.289
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_33_220.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_33_220.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_33_220.jpg,0,0,0,29.05256
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_33_294.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_33_294.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_33_294.jpg,0,0,0,28.87696
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_33_364.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_33_364.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_33_364.jpg,0,0,0,28.64473
C:\Users\91639\Desktop\self_driving_car\IMG\center_2023_11_12_10_13_33_431.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\left_2023_11_12_10_13_33_431.jpg,C:\Users\91639\Desktop\self_driving_car\IMG\right_2023_11_12_10_13_33_431.jpg,0,0,0,28.4718
